Avg. Area Income;Avg. Area Number of Rooms;Avg. Area Number of Bedrooms;Area Population;Price
6.271.455.443.356.060;5.340.058.389.713.900;3.06;4.199.856.887.992.180;8.611.381.836.401.300
New Nancy;;;;
6.490.103.106.668.890;6.734.748.724.110.590;3.41;4.745.238.543.448.380;11.512.330.954.609.300
Kellybury;;;;
5.115.673.942.606.780;6.976.381.319.424.370;2.39;2.575.328.312.030.550;686.644.610.408.734
Saratown;;;;
6.376.677.164.025.530;7.427.873.072.665.790;6.36;3.303.619.962.075.120;1.261.681.960.817.620
Kennedymouth;;;;
6.146.093.949.171.620;7.400.037.920.098.200;6.21;40.814.928.512.838.400;132.781.134.262.042
Port Joshua;;;;
6.190.759.334.528.660;6.440.255.754.985.620;3.25;43.828.947.207.425.700;13.390.960.772.451.300
East Johntown;;;;
7.280.514.665.188.140;71.004.435.684.078.200;6.1;308.746.988.626.576;98.735.596.092.124
"FPO AP 40438""";;;;
6.620.456.507.433.800;8.589.659.888.934.540;5.1;3.618.505.005.613.950;13.844.783.045.482.500
Matthewmouth;;;;
7.454.814.309.833.030;5.116.256.419.308.320;3.23;40.444.191.172.113.100;116.891.940.079.419
"FPO AP 27028-3977""";;;;
7.645.379.463.376.960;58.996.903.516.835.400;4.22;5.149.766.578.425.830;1.522.099.830.788.920
Michelleport;;;;
7.935.461.760.098.440;5.364.679.402.688.270;3.32;31.568.895.691.776.100;12.603.749.663.434.900
"DPO AE 59378""";;;;
7.006.423.657.852.200;47.474.997.920.216.100;3.12;28.122.233.381.548.800;857.762.316.993.493
"DPO AA 64737-4858""";;;;
7.455.971.663.828.050;6.859.309.642.595.980;2.2;2.989.206.843.070.590;11.264.504.261.744.400
New Diana;;;;
8.232.173.111.166.650;6.813.649.607.750.620;2.33;4.861.626.462.527.150;15.740.849.269.837.400
Mccarthyland;;;;
4.352.681.458.764.200;6.274.272.190.609.540;2.5;3.976.020.639.991.660;4.692.628.155.752.140
Port Josephtown;;;;
7.176.985.887.506.040;6.849.294.596.421.220;4.18;2.817.339.447.065.810;11.141.690.373.830.000
New Courtney;;;;
8.905.692.119.447.170;7.121.999.355.343.810;5.5;60.658.295.873.207.800;1.792.368.627.274.570
"DPO AP 90327""";;;;
6.641.843.057.031.600;8.051.738.726.817.820;3.49;4.531.999.303.945.670;13.838.421.850.595.900
East Walterfort;;;;
4.443.987.401.438.510;7.824.070.197.841.200;5.38;3.793.496.743.265.510;6.913.182.401.412.780
Tylershire;;;;
6.934.300.930.853.990;9.141.241.979.287.740;5.3;3.011.383.269.414.470;124.507.033.791.015
Rachelbury;;;;
9.599.767.109.975.870;6.993.422.377.988.170;3.43;47.128.880.986.602.600;22.207.990.691.561.600
Angelachester;;;;
6.261.616.582.309.070;6.803.100.239.627.540;2.3;31.010.221.421.538.300;8.548.151.175.016.200
Nicoleville;;;;
7.639.384.648.432.320;9.428.035.063.813.850;3.17;4.636.169.458.202.520;20.923.483.772.236.500
Josephburgh;;;;
5.584.016.559.816.390;7.650.712.388.699.820;3.04;30.795.107.993.265.800;7.812.130.669.276.180
"DPO AE 72927""";;;;
698.822.739.259.536;564.764.584.969.608;4.35;19.544.751.963.598.800;7.268.838.689.485.130
Lake Davidbury;;;;
8.709.918.848.708.180;64.006.850.493.111.700;3.18;44.581.747.577.851.800;1.640.990.378.462.930
Kimshire;;;;
6.771.674.822.238.070;7.753.988.754.844.700;5.28;4.056.218.894.767.970;15.357.819.598.291.900
East Valerie;;;;
6.962.478.633.551.420;7.462.821.323.418.550;4.18;57.644.209.074.964.300;17.377.590.500.294.500
Colemanmouth;;;;
7.870.667.573.524.550;8.334.513.970.178.870;4.2;3.641.472.944.506.630;1.550.702.478.402.550
West Aaron;;;;
61.321.589.363.718.800;9.502.520.111.491.690;5.05;2.988.876.471.241.780;13.488.734.268.637.900
Crossbury;;;;
6.270.971.267.281.080;7.060.947.189.283.720;3.22;34.182.496.173.997.400;955.445.853.671.163
New Jasonchester;;;;
663.005.052.834.895;8.282.587.473.528.080;6.13;3.850.195.509.617.410;14.679.105.694.426.000
West Loriland;;;;
7.512.680.507.845.550;784.597.120.212.392;5.09;36.544.318.587.356.600;17.429.387.760.231.700
Natashahaven;;;;
6.825.183.532.679.380;7.072.024.549.468.230;6.02;38.203.173.532.082.200;17.956.309.127.150.100
Andersonbury;;;;
8.517.520.062.562.050;7.271.163.221.765.710;3.11;32.854.505.375.208.700;1.305.972.219.978.070
South Tylerfort;;;;
6.238.192.328.622.960;9.794.898.313.879.160;6.19;31.391.268.467.611.100;1.433.542.021.277.520
Roseburgh;;;;
690.994.035.122.311;5.408.604.779.515.620;3.49;3.754.031.002.608.570;9.213.969.752.541.510
West James;;;;
7.324.682.218.245.720;7.536.187.342.180.330;4.15;47.332.138.623.987.400;14.053.998.550.982.400
Lake Christine;;;;
5.990.182.895.425.520;80.431.998.436.733;6.49;30.210.764.655.365.000;10.885.488.265.538.700
Kimberlyberg;;;;
55.038.059.114.249.900;8.852.673.818.992.910;5.09;2.770.102.065.190.120;7.380.306.498.645.380
"FPO AA 65033-4012""";;;;
6.950.511.150.958.690;10.759.588.335.938.600;5.14;48.112.200.174.348.800;22.352.947.182.697.500
East Sarabury;;;;
6.796.483.177.672.140;6.210.030.142.376.670;3.27;528.311.531.141.525;15.642.525.257.374.800
South Brian;;;;
7.111.235.029.648.060;7.419.542.404.093.390;4.26;24.134.413.995.578.000;13.099.373.987.664.200
Bradleyberg;;;;
7.675.926.927.966.870;7.613.237.024.552.510;5.26;2.375.236.100.885.610;1.660.770.001.712.210
Williamstown;;;;
8.298.842.745.264.230;8.473.380.770.157.920;5.12;31.142.842.025.721.100;14.854.181.022.610.700
Port Jessica;;;;
7.110.673.804.072.520;59.626.122.834.114.700;4.39;2.586.192.822.986.030;8.861.247.256.403.730
South Williamburgh;;;;
7.551.646.278.147.550;628.875.153.630.908;4.47;3.552.104.918.077.710;14.110.240.439.091.700
Port Elizabethland;;;;
6.080.510.330.479.100;7.347.941.422.586.310;3.16;31.185.883.332.321.900;6.713.439.417.927.800
Smallmouth;;;;
61.865.423.218.379.200;6.220.692.268.755.930;2.0;4.149.218.016.776.600;9.925.853.823.256.800
Lake Jenniferburgh;;;;
6.424.179.222.928.460;7.253.737.123.937.520;6.01;27.768.584.554.921.700;9.445.901.588.346.950
North Melissa;;;;
7.769.723.564.844.190;72.678.476.323.349.500;4.35;4.052.328.930.089.280;13.999.090.486.968.700
South Mauricefurt;;;;
63.044.460.096.096.100;5.913.453.614.518.460;4.1;32.725.279.543.574.900;8.650.995.233.723.280
Donnaland;;;;
741.024.908.597.829;6.682.487.909.329.290;4.38;4.397.151.413.514.140;1.394.423.555.643.980
"APO AE 35608""";;;;
6.251.410.855.666.420;61.940.683.630.483.700;3.35;4.089.161.562.751.910;8.138.076.997.244.990
New Robert;;;;
6.323.756.575.706.040;5.300.989.403.017.110;2.06;55.849.948.059.136.500;13.161.804.935.914.900
"FPO AA 38594-5290""";;;;
7.595.145.249.116.090;6.999.579.342.248.530;3.09;3.112.555.872.988.550;1.212.205.340.652.620
Schneidermouth;;;;
6.680.301.636.475.890;8.750.872.170.452.380;5.07;579.702.427.895.047;17.694.848.931.096.900
"APO AE 65551""";;;;
4.534.715.068.169.440;7.088.619.390.677.300;4.43;31.335.595.021.887.600;5.419.539.056.802.420
North Catherine;;;;
6.772.284.636.316.040;7.397.590.146.815.300;4.27;37.869.936.812.400.100;1.494.101.444.719.530
West Dillonmouth;;;;
5.810.848.878.118.200;5.495.635.406.334.770;3.24;3.764.202.655.291.380;8.560.228.624.638.610
"FPO AP 12026""";;;;
6.087.160.378.147.480;7.282.537.331.919.770;6.2;3.811.135.301.615.620;14.278.425.062.336.700
New Leonside;;;;
7.608.715.418.525.340;7.854.884.013.860.280;5.03;27.616.095.454.831.200;12.281.381.291.208.900
Osbornetown;;;;
7.396.537.027.081.560;6.931.703.176.501.460;2.0;3.444.064.065.155.140;11.686.276.508.344.900
Chadhaven;;;;
6.993.140.110.039.000;5.178.628.478.991.150;2.28;5.207.918.818.263.730;13.892.874.738.699.900
Scottborough;;;;
7.731.619.135.066.980;57.154.410.589.279.400;2.36;5.109.688.854.585.870;12.439.819.458.579.400
Jordanmouth;;;;
7.689.678.703.135.020;8.608.456.811.427.860;4.4;5.273.398.798.392.800;15.844.397.128.321.100
Watsonside;;;;
7.691.930.072.203.550;7.551.058.857.302.670;4.05;5.294.584.342.249.200;16.228.373.530.338
Nicoletown;;;;
64.402.128.246.790.500;8.274.193.678.122.820;4.06;24.965.902.162.664.000;10.311.467.545.545.200
East Kurt;;;;
5.841.057.191.009.040;5.908.601.198.803.800;4.42;31.189.364.070.991.900;10.985.181.336.854.900
Carolinebury;;;;
5.342.787.536.813.410;7.665.601.844.359.660;3.26;34.538.754.924.657.800;9.097.814.667.682.180
West Anthonystad;;;;
7.364.939.696.434.650;5.667.117.320.554.230;4.07;4.799.234.474.372.500;143.151.743.889.219
New Vincenttown;;;;
9.345.595.295.657.730;6.806.908.219.936.310;2.15;31.135.513.490.005.300;16.369.960.736.033.900
Normanshire;;;;
7.584.330.303.900.620;6.989.189.233.625.410;4.1;6.112.673.207.201.830;16.589.745.669.639.100
New Ricky;;;;
620.212.035.488.435;8.351.675.152.960.780;5.19;3.527.665.257.168.930;11.688.874.593.327.800
Christinahaven;;;;
7.706.425.762.652.530;7.734.862.028.462.690;3.38;43.570.942.015.436.500;1.720.258.777.124.660
Coreyshire;;;;
7.778.519.260.998.130;5.865.544.033.988.480;2.09;4.330.132.596.378.960;11.294.088.701.258.700
Stephensonport;;;;
6.178.406.493.640.950;60.315.609.141.080.800;2.35;27.725.855.656.412.700;7.788.369.229.045.410
Angelaland;;;;
7.882.700.525.971.300;6.465.128.863.265.200;4.41;32.865.027.981.327.800;12.764.715.809.718.000
"FPO AP 08538-2530""";;;;
6.476.786.769.829.810;7.132.170.433.925.460;5.3;26.414.747.421.658.200;8.394.261.221.799.820
West Jenniferborough;;;;
5.145.737.630.495.040;6.840.535.920.092.790;3.46;4.288.966.610.250.260;794.075.861.502.829
Hendersonberg;;;;
6.623.386.225.861.680;7.090.203.519.627.220;6.33;29.548.189.889.170.900;13.725.497.824.922.100
Wendyfurt;;;;
7.219.633.548.541.870;5.986.455.182.728.830;2.19;3.225.590.830.229.340;10.845.393.870.624.000
Lake Brandy;;;;
50.926.776.633.862.700;6.154.788.047.780.710;4.01;336.636.692.440.211;21.101.797.049.475.500
Larsonstad;;;;
5.608.657.393.196.000;7.836.759.091.094.520;3.02;33.454.084.284.971.900;11.863.721.785.061.000
Alvaradofort;;;;
689.851.527.375.576;8.382.275.147.380.150;6.45;16.288.314.572.264.500;1.140.918.805.465.920
Whitefurt;;;;
48.855.851.354.128.300;8.391.225.255.730.730;5.12;49.890.508.275.327.400;1.471.828.128.839.900
Smithfort;;;;
6.349.983.516.501.580;61.348.313.923.353.600;3.39;3.826.348.423.099.930;8.032.596.125.594.130
Forbeston;;;;
7.321.835.136.131.220;6.572.988.175.331.800;4.33;3.481.871.841.991.860;11.247.194.901.653.500
Edwardsmouth;;;;
8.363.753.309.379.020;6.257.289.048.762.160;2.13;25.962.771.179.474.200;13.964.010.215.001.100
Robertside;;;;
4.887.909.809.347.210;8.040.754.515.823.130;3.39;30.730.401.511.612.400;802.274.128.946.526
Haleyberg;;;;
7.718.784.835.312.300;6.774.004.674.983.710;4.0;351.065.461.447.725;16.466.629.106.811.600
East Staceyshire;;;;
724.413.770.144.945;6.571.655.417.416.220;4.26;38.368.280.277.643.100;1.202.621.178.416.130
North Lindsay;;;;
5.781.284.383.253.770;77.739.692.518.374.800;5.1;460.603.699.316.283;10.667.680.000.586.300
Mariashire;;;;
6.481.117.139.284.830;6.952.699.365.650.920;3.46;4.054.935.680.539.300;11.531.352.202.940.000
"DPO AA 66418-2839""";;;;
8.656.309.683.782.920;7.984.941.298.188.040;4.03;4.492.024.554.555.010;17.061.108.599.930.400
New Christineberg;;;;
8.658.687.243.754.420;69.863.392.015.690.400;2.1;40.282.036.637.489.000;15.439.134.325.132.600
Lake Ashleyhaven;;;;
4.960.106.163.478.670;5.617.544.352.963.650;2.08;3.383.692.806.315.550;3.023.074.010.604.970
Barnetthaven;;;;
7.192.067.877.719.340;7.614.547.384.300.200;6.17;2.634.109.557.190.010;11.340.554.030.579.300
Nixonport;;;;
683.554.421.741.828;6.610.356.603.110.620;4.29;3.895.015.521.729.470;13.527.567.526.296.000
"FPO AE 97523-6665""";;;;
6.435.028.457.099.220;71.287.096.056.560.600;3.03;6.959.204.023.598.540;1.772.390.553.273.200
North Victormouth;;;;
61.481.205.208.092.100;7.427.780.102.632.120;3.4;3.958.638.351.337.600;10.144.506.537.930.900
West Alexisstad;;;;
39.294.036.523.316.100;5.960.675.668.174.430;4.36;4.318.351.610.367.630;7.811.374.618.305.180
Yorkville;;;;
59.078.514.287.125.900;59.217.956.307.590.900;4.1;3.465.593.990.709.910;9.212.383.583.329.730
Josephton;;;;
5.797.256.183.199.940;654.899.778.907.154;4.36;400.925.162.028.214;7.905.555.204.463.230
Bentonville;;;;
7.968.972.338.229.560;6.784.153.511.304.100;3.44;38.313.828.918.517.300;14.206.482.808.698.100
"FPO AP 56575""";;;;
47.018.067.111.717.900;6.767.379.402.945.800;4.1;23.925.621.468.269.000;37.761.896.990.141.800
Oliviatown;;;;
5.625.224.323.883.090;6.404.475.409.246.550;4.16;443.057.221.635.636;9.450.795.323.020.800
Ramosmouth;;;;
6.574.139.764.251.760;7.129.217.810.568.590;4.05;3.764.766.604.364.540;1.630.952.883.556.360
New Michaelstad;;;;
53.066.372.268.758.000;8.062.651.631.369.850;3.23;1.910.312.711.492.660;10.099.720.834.733.500
Port Daniel;;;;
7.136.804.401.907.840;7.025.588.107.238.150;6.21;3.537.699.073.281.170;13.728.066.163.663.300
Lake Lisaville;;;;
4.075.271.424.332.090;6.503.331.287.736.480;4.12;4.156.502.608.123.360;5.605.985.384.309.630
Port Robert;;;;
6.429.650.417.918.140;8.084.430.400.929.040;5.4;37.562.548.061.498.900;1.484.653.884.070.310
Bakerstad;;;;
5.017.257.073.089.990;7.346.448.515.787.010;4.38;3.276.443.591.403.070;9.401.389.613.987.300
Lake Julie;;;;
7.056.472.034.744.330;6.754.620.969.126.270;2.42;3.733.955.589.556.330;1.354.077.498.237.710
Port Joseph;;;;
6.786.689.992.852.930;9.359.022.453.501.440;5.44;43.122.574.175.988.500;14.009.612.787.884.400
Newtonhaven;;;;
7.710.650.012.263.240;5.832.411.834.580.030;2.28;3.621.515.942.437.230;1.426.832.048.925.820
Coxberg;;;;
7.441.847.389.296.380;6.164.151.448.843.560;4.32;27.089.049.167.305.100;10.317.373.848.127.600
Boyleshire;;;;
5.800.271.530.807.540;7.775.049.238.148.370;6.36;30.249.030.417.778.900;1.244.248.524.945.980
Port Kathryn;;;;
63.217.172.428.554.200;5.139.219.088.521.370;2.07;31.925.675.361.140.000;10.708.680.665.304.500
South Joseph;;;;
49.740.182.093.133.600;6.756.554.547.243.620;4.42;255.459.239.439.724;49.335.003.116.758.900
Colonchester;;;;
7.536.123.757.377.520;7.770.046.179.372.890;3.24;2.353.090.630.879.890;1.228.323.224.905.940
New Steven;;;;
62.594.979.090.312.200;7.962.687.650.729.030;3.35;4.645.925.100.424.060;1.427.026.945.021.000
Deckerbury;;;;
6.221.255.965.364.080;7.798.975.121.483.950;6.06;4.062.066.299.900.540;15.046.642.808.396.900
South Ericfort;;;;
6.061.061.063.735.220;5.539.636.424.443.310;4.09;4.951.290.932.335.370;6.891.555.684.279.170
"APO AE 98699-4988""";;;;
8.277.706.932.075.820;7.896.371.961.038.380;5.26;42.582.934.666.842.600;1.481.171.234.478.740
South Erikmouth;;;;
5.071.604.388.335.570;8.063.694.759.801.190;5.36;3.587.991.366.699.960;10.926.497.088.299.500
East Elizabeth;;;;
61.905.959.426.707.200;7.483.381.611.427.010;6.15;3.638.057.032.695.490;9.625.816.883.270.740
North Sharon;;;;
6.824.692.782.680.780;7.175.401.501.213.700;3.28;24.553.459.866.628.800;6.884.792.925.910.200
Port Bruce;;;;
8.517.404.176.053.820;5.987.958.371.847.170;4.01;3.877.302.081.950.780;1.363.106.125.282.440
"FPO AE 56892""";;;;
633.428.498.090.949;62.395.608.633.730.300;2.36;25.009.060.520.017.800;8.263.281.083.526.680
North John;;;;
7.402.205.327.421.400;7.521.358.532.367.290;4.14;3.653.383.777.923.320;14.345.751.099.082.800
"APO AP 04809""";;;;
7.886.666.524.718.400;6.834.236.180.031.160;3.44;39.816.749.113.490.800;15.094.225.799.431.600
Thompsonstad;;;;
7.172.142.137.723.000;7.583.527.004.255.250;6.26;10.704.821.908.621.400;3.954.402.021.544.260
Clintonberg;;;;
7.607.629.070.439.050;7.953.781.093.805.200;6.49;46.298.316.107.010.200;1.765.809.432.066.290
Morganville;;;;
52.568.679.321.629.000;65.619.588.106.677.400;2.33;38.555.067.575.377.600;11.356.761.831.042.800
Josephshire;;;;
698.517.058.069.032;7.629.224.694.086.640;3.03;195.602.134.911.108;10.062.275.349.955.200
Simsfurt;;;;
580.689.055.006.092;6.263.176.694.594.870;3.15;29.519.884.772.501.300;5.763.871.752.221.290
Haroldtown;;;;
60.134.266.087.503.600;8.337.627.487.285.240;3.09;3.920.086.656.972.660;10.446.155.216.101.400
Kennethshire;;;;
7.296.754.123.254.510;6.975.733.309.638.350;4.02;4.914.066.901.437.320;1.765.352.365.907.110
Paulberg;;;;
638.203.964.847.432;6.287.213.170.590.820;3.31;28.737.110.755.907.600;10.496.321.806.835.100
East Shannonbury;;;;
7.870.097.127.497.720;7.266.297.175.560.200;4.35;3.519.391.648.163.230;14.569.695.768.219.400
South Lorimouth;;;;
6.280.629.516.457.370;8.335.418.625.565.240;4.45;3.349.893.175.670.080;13.313.749.476.177.300
Gonzalezmouth;;;;
7.159.517.728.345.880;8.050.035.966.163.870;5.26;37.271.156.025.238.000;1.779.874.753.762.810
Carlosfort;;;;
8.544.148.886.908.870;7.127.673.978.836.900;6.13;4.630.240.158.712.830;1.601.152.932.247.010
Garnershire;;;;
8.656.217.887.388.950;7.360.455.284.616.750;5.19;32.621.104.848.095.600;17.025.287.940.186.000
Mortonchester;;;;
7.464.684.655.520.190;6.451.146.228.272.620;4.36;3.667.918.742.741.140;11.237.653.462.531.900
Port Amandaville;;;;
63.686.259.892.398.100;8.763.599.419.006.230;3.49;18.163.773.616.635.100;10.421.442.309.165.300
"FPO AE 67107-3112""";;;;
6.053.073.189.661.920;7.670.800.218.809.680;4.3;3.404.322.654.712.780;8.690.265.819.988.090
Richardfurt;;;;
7.482.630.556.193.440;7.399.877.694.877.170;6.08;32.639.638.031.495.400;13.529.936.247.858.400
West Thomas;;;;
7.163.929.691.297.410;5.614.572.015.827.670;3.44;28.995.093.052.956.400;9.459.311.936.264.840
New Mason;;;;
8.143.920.001.723.330;7.282.240.151.127.920;5.26;3.756.554.052.171.780;16.533.813.129.239.900
South Tanyaport;;;;
8.529.719.885.818.130;5.596.366.580.799.450;2.26;28.319.633.430.858.300;12.589.576.199.939.000
"APO AP 77305-9461""";;;;
64.044.189.620.242.600;5.875.689.351.590.410;4.1;32.940.794.781.501.500;7.241.216.733.840.890
Blairtown;;;;
6.782.847.985.511.480;8.636.107.722.808.910;5.17;3.498.139.400.136.680;10.678.716.867.719.000
Randallstad;;;;
6.002.808.244.676.310;6.173.060.324.351.280;3.29;3.665.151.946.740.340;8.422.358.033.529.120
East Jonathanstad;;;;
6.370.026.247.281.130;7.723.659.864.394.260;6.2;38.397.566.948.293.500;9.541.542.068.994.220
Robertside;;;;
7.401.016.360.517.120;6.245.523.075.145.650;2.04;46.239.170.132.596.900;13.566.913.872.020.600
Joannton;;;;
6.709.419.707.241.180;7.374.606.574.435.800;4.18;30.022.537.172.559.500;12.029.928.841.231.400
West Joshua;;;;
6.671.467.588.032.610;7.907.488.631.361.250;6.0;53.185.200.346.583.500;1.502.447.916.728.780
"DPO AE 45785-6213""";;;;
7.274.545.473.052.150;7.083.621.575.990.840;4.14;53.000.768.090.632.700;19.473.384.401.352.400
Santanamouth;;;;
7.992.381.188.429.350;7.003.187.620.232.630;5.48;3.382.845.487.642.490;11.535.169.190.034.600
North Susantown;;;;
48.510.910.127.076.300;4.729.553.626.260.160;3.22;31.451.093.010.067.300;41.416.522.036.082.600
Walkerhaven;;;;
505.343.459.836.994;5.014.301.356.372.570;4.18;26.627.386.471.790.500;7.230.899.525.266.480
Burnettshire;;;;
55.543.520.093.753.900;7.872.302.709.648.010;5.41;4.006.342.109.626.220;11.934.825.030.929.600
Port Meganfurt;;;;
8.546.639.025.522.280;4.794.561.406.116.620;3.19;3.819.103.227.428.690;13.806.025.555.813.300
Richardsonstad;;;;
4.873.592.451.240.860;60.919.059.997.617.400;2.43;19.682.347.294.817.900;1.515.270.826.265.550
Lake Rebeccashire;;;;
7.638.855.195.821.440;6.845.532.331.651.050;2.2;3.684.117.614.270.280;11.147.297.245.235.300
"APO AP 78821-4369""";;;;
7.327.903.090.422.410;8.077.577.938.029.370;3.01;13.981.435.485.547.200;9.844.212.252.794.610
Nelsonmouth;;;;
64.661.930.275.849.300;5.660.253.117.440.300;2.44;49.457.179.372.768.900;8.759.045.285.939.970
Reneestad;;;;
5.939.034.682.359.000;67.508.719.928.359.700;4.31;28.995.964.139.836.800;7.884.278.399.198.110
Port Amytown;;;;
6.606.453.282.345.730;6.881.398.143.145.440;4.4;4.456.133.359.231.650;14.447.013.279.198.600
Glennport;;;;
7.248.815.969.029.240;8.205.294.206.015.980;4.03;4.119.925.222.554.660;14.503.935.304.145.700
Thorntonberg;;;;
7.079.371.966.575.660;63.940.935.917.580.900;3.43;1.990.813.073.958.440;9.213.210.150.468.870
"FPO AE 14408""";;;;
7.824.107.538.071.270;8.983.474.498.737.630;6.28;20.547.618.635.293.500;1.160.146.171.270.080
Jessicaton;;;;
7.275.268.045.012.160;8.246.621.013.560.970;6.34;2.494.434.177.149.070;12.226.895.233.795.900
"FPO AE 01516-7753""";;;;
7.896.389.414.222.460;57.349.989.138.771.500;3.2;5.997.462.658.993.420;20.043.963.723.036.900
